Unnamed: 0,Species,Country.of.Origin,Farm.Name,Company,Region,Producer,Grading.Date,Owner.1,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Total.Cup.Points,Moisture,Color
455,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"November 5th, 2014",Racafe & Cia S.C.A,Washed / Wet,7.58,7.5,7.5,7.67,7.5,7.67,10.0,10.0,10.0,83.17,0.0,
456,Arabica,Uganda,kaptanya,kabum trading company,eastern,Kabum Trading Company,"October 28th, 2014",Kabum Trading company,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,83.17,0.1,Bluish-Green
457,Arabica,Colombia,unkown,green mountain coffee,,unkown,"August 25th, 2014",Cafe Politico,Washed / Wet,7.58,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,83.17,0.11,Green
458,Arabica,Honduras,el cerron,"olam honduras, s.a.",san marcos,Nelson Melgar Melgar,"April 12th, 2014",Mayra Yessenia Torres,Natural / Dry,7.5,7.5,7.5,7.67,7.67,7.67,10.0,10.0,10.0,83.17,0.1,Green
459,Arabica,Honduras,los hicaques,cigrah,comayagua,Reynerio Zepeda,"April 8th, 2014",,Natural / Dry,7.67,7.67,7.5,7.67,7.5,7.67,10.0,10.0,10.0,83.17,0.11,Green
460,Arabica,Guatemala,nueva granada,"agricola nueva granada, s.a.",san marcos,"AGRICOLA NUEVA GRANADA, S.A.","March 27th, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.33,7.83,7.17,8.17,7.33,7.67,10.0,10.0,10.0,83.17,0.09,Green
461,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"February 7th, 2014",Eileen Koyanagi,Natural / Dry,7.5,7.5,7.58,7.42,7.92,7.67,10.0,10.0,10.0,83.17,0.11,Bluish-Green
462,Arabica,"Tanzania, United Republic Of",,taylor winch (t) ltd,kilimanjaro,,"January 31st, 2014",Balam Hinyula,Washed / Wet,7.58,7.5,7.58,7.75,7.58,7.58,10.0,10.0,10.0,83.17,0.12,Green
463,Arabica,Guatemala,finca el morito,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,"April 26th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.83,7.33,7.67,7.5,7.67,10.0,10.0,10.0,83.17,0.11,Green
464,Arabica,Mexico,santa cecilia,cesmach s.c.,chiapas,MARGARITO ROBLERO VAZQUEZ,"March 29th, 2013",NESTOR MENDEZ GOMEZ,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.42,10.0,10.0,10.0,83.17,0.11,Green
465,Arabica,Mexico,tlapacoya,,"tlanchinol, hidalgo",AMADOR HERNANDEZ DIONICIO,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Washed / Wet,7.75,7.67,7.58,7.5,7.42,7.58,10.0,10.0,10.0,83.17,0.12,None
466,Arabica,Mexico,la loma,,san bartolo tutotepec,"TREJO VELASCO, ROMAN","September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.58,10.0,10.0,10.0,83.17,0.14,None
467,Arabica,Colombia,,c.i.racafe & cia s.c.a,huila,LA PLATA,"August 31st, 2012",Racafe & Cia S.C.A,Washed / Wet,7.67,7.5,7.5,7.5,7.58,8.17,10.0,10.0,10.0,83.17,0.11,Green
468,Arabica,Mexico,el mirador,,san isidro,FERNANDO MENDOZA APARICIO,"July 11th, 2012",FERNANDO MENDOZA APARICIO,Washed / Wet,7.75,7.5,7.42,7.75,7.58,7.58,10.0,10.0,10.0,83.17,0.13,Green
469,Arabica,Colombia,,exportadora de cafe condor s.a,huila,,"June 8th, 2012",Exportadora de Cafe Condor S.A,Washed / Wet,7.58,7.67,7.5,7.58,7.67,7.67,10.0,10.0,10.0,83.17,0.11,Blue-Green
470,Arabica,Mexico,finca nueva linda,ecomtrading,la concordia,OCTAVIO MOGUEL FARRERA,"June 6th, 2012",ALFREDO BOJALIL,Washed / Wet,7.5,7.75,7.58,7.58,7.67,7.5,10.0,10.0,10.0,83.17,0.11,
471,Arabica,Brazil,campo das flores,nucoffee,south of minas,Giovane Senna Bonacorssi,"March 19th, 2012",NUCOFFEE,Natural / Dry,7.75,7.67,7.58,7.5,7.58,7.58,10.0,10.0,10.0,83.17,0.12,Green
472,Arabica,Brazil,são francisco da serra,nucoffee,mogiana,Maria Aparecida Ferreira Azevedo,"February 17th, 2012",NUCOFFEE,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,83.17,0.11,Green
473,Arabica,Guatemala,conquista / morito,coffee resources inc.,oriente,Conquista / Morito,"February 1st, 2012",Felipe Isaza,Washed / Wet,7.75,7.5,7.67,7.5,7.92,8.0,10.0,10.0,9.33,83.17,0.0,Green
474,Arabica,Brazil,fazenda do lobo,nucoffee,south of minas,Andrea Galvão Noqueira,"December 3rd, 2011",NUCOFFEE,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,83.17,0.12,Blue-Green
475,Arabica,Brazil,olhos d'agua,,south of minas,Mario Dornelles Alvarenga,"October 28th, 2011",NUCOFFEE,,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,83.17,0.02,
476,Arabica,El Salvador,several,,santa ana,Several,"August 23rd, 2011",The Coffee Source Inc.,,7.42,7.83,8.17,8.08,7.17,7.58,10.0,9.33,10.0,83.17,0.14,
477,Arabica,Ethiopia,tega and tula special coffee farm,,limu,Tega and Tula Special Coffee Farm,"June 16th, 2010",Ethiopia Commodity Exchange,,7.75,8.0,7.67,8.08,7.83,7.92,9.33,9.33,9.33,83.17,0.01,
478,Arabica,Colombia,,carcafe ltda,cundinamarca,Orlando Moreno / Willson Sanchez,"February 20th, 2017",CARCAFE LTDA CI,Washed / Wet,7.58,7.67,7.33,7.67,7.75,7.58,10.0,10.0,10.0,83.08,0.0,Green
479,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"January 10th, 2017",Racafe & Cia S.C.A,Washed / Wet,7.75,7.5,7.5,7.42,8.0,7.75,10.0,10.0,10.0,83.08,0.0,Green
480,Arabica,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,"April 25th, 2016",Ipanema Coffees,Pulped natural / honey,7.58,7.58,7.58,7.5,7.67,7.58,10.0,10.0,10.0,83.08,0.11,Bluish-Green
481,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 8th, 2015",Ipanema Coffees,Natural / Dry,7.33,7.67,7.67,7.33,7.75,7.42,10.0,10.0,10.0,83.08,0.0,Green
482,Arabica,Taiwan,kan tou mountain coffee 崁頭山咖啡館,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",Tseng ju feng / Kuo jun hong 曾如楓 / 郭俊宏,"May 19th, 2015","Lin, Che-Hao Krude 林哲豪",Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10.0,10.0,83.08,0.0,Green
483,Arabica,Brazil,,bourbon specialty coffees,chapadão de ferro (cerrado mineiro),,"April 20th, 2015",BOURBON SPECIALTY COFFEES,Natural / Dry,7.42,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,83.08,0.11,Green
484,Arabica,Brazil,rio verde,ipanema coffees,south of minas,Ipanema Agrícola SA,"October 16th, 2014",Ipanema Coffees,Washed / Wet,7.58,7.83,7.67,7.42,7.42,7.5,10.0,10.0,10.0,83.08,0.0,Green
485,Arabica,Costa Rica,various,coricafe s.a.,central valley,VARIOS,"July 15th, 2014",Eric Thormaehlen,Washed / Wet,7.83,7.33,7.5,7.67,7.58,7.67,10.0,10.0,10.0,83.08,0.1,Green
486,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"February 19th, 2014",Eileen Koyanagi,Natural / Dry,7.33,7.75,7.58,7.33,7.83,7.67,10.0,10.0,10.0,83.08,0.12,Bluish-Green
487,Arabica,Taiwan,alishan zou zhu yuan 阿里山鄒築園,blossom valley宸嶧國際,chiayi alishan 嘉義縣阿里山鄉,Fang zheng lun 方政倫,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Other,7.75,7.75,7.5,7.5,7.5,7.5,10.0,10.0,10.0,83.08,0.11,
488,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"March 8th, 2013",Kona Pacific Farmers Cooperative,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10.0,10.0,10.0,83.08,0.1,Bluish-Green
489,Arabica,Mexico,santa maria,finca las nubes,santa catarina juquila,MARIA LUISA DEL CARMEN ROJAS NARVAEZ,"June 6th, 2012",MARIA LUISA DEL CARMEN ROJAS NARVAEZ,Washed / Wet,7.75,7.67,7.42,7.75,7.5,7.5,10.0,10.0,10.0,83.08,0.1,
490,Arabica,United States (Hawaii),,kona pacific farmers cooperative,kona,,"April 6th, 2012",Kona Pacific Farmers Cooperative,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8.0,9.33,9.33,10.0,83.08,0.0,
491,Arabica,United States (Hawaii),,cqi,kona,,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10.0,10.0,10.0,83.08,0.12,Green
492,Arabica,Colombia,,,huila,"Grupo Monserrate, La Plata","July 29th, 2011",Racafe & Cia S.C.A,,7.33,7.33,7.33,7.58,7.25,8.08,10.0,10.0,10.0,83.08,0.01,
493,Arabica,Colombia,,,cauca,,"February 22nd, 2011",Exportadora de Cafe Condor S.A,,7.83,7.75,7.33,7.25,7.42,7.92,10.0,10.0,10.0,83.08,0.08,
494,Arabica,Indonesia,lintong nihuta,,dolok sanggul,PT. MENACOM,"November 29th, 2010",Specialty Coffee Association of Indonesia,,7.67,7.58,7.5,7.58,7.67,7.58,10.0,10.0,10.0,83.08,0.0,
495,Arabica,Guatemala,,,,,"November 11th, 2010",Chris Finch,,7.92,7.67,7.67,7.25,7.83,7.67,9.33,10.0,10.0,83.08,0.02,
496,Arabica,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola S.A,"October 20th, 2017",Ipanema Coffees,Natural / Dry,7.58,7.5,7.5,7.75,7.67,7.5,10.0,10.0,10.0,83.0,0.0,Green
497,Arabica,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola,"August 16th, 2016",Ipanema Coffees,Natural / Dry,7.5,7.58,7.58,7.67,7.58,7.5,10.0,10.0,10.0,83.0,0.11,Green
498,Arabica,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,"August 16th, 2016",Ipanema Coffees,Natural / Dry,7.5,7.67,7.58,7.67,7.58,7.42,10.0,10.0,10.0,83.0,0.11,Bluish-Green
499,Arabica,Uganda,isule farmers group,ucfa,"kasese, mt. rwenzori",Xavier Baluku,"July 18th, 2016",UCFA,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,83.0,0.12,Green
500,Arabica,Uganda,ibanda farmers group,ucfa,"kasese, mt. rwenzori",Emmanuel Munaaba,"July 18th, 2016",UCFA,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,83.0,0.12,Green
501,Arabica,Colombia,,carcafe ltda,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,"February 11th, 2016",CARCAFE LTDA CI,,7.67,7.67,7.33,7.67,7.5,7.58,10.0,10.0,10.0,83.0,0.11,Green
502,Arabica,Vietnam,apollo estate,"sunvirtue co., ltd.",vietnam cau dat,"Yeh, Li Chuan.","December 28th, 2015","Sunvirtue Co., Ltd.",Other,7.75,7.67,7.58,7.58,7.42,7.67,9.33,10.0,10.0,83.0,0.0,Green
503,Arabica,Guatemala,el chile,mercon guatemala s.a.,nuevo oriente,OVIDIO CARDONA,"July 8th, 2015",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.75,7.33,7.92,7.42,7.5,10.0,10.0,10.0,83.0,0.11,Green
504,Arabica,Guatemala,nueva granada,"agricola nueva granada, s.a.","el tumbador, san marcos","Agricola Nueva Granada, S. A.","June 5th, 2015",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.67,7.33,7.75,7.5,7.42,10.0,10.0,10.0,83.0,0.11,Green
505,Arabica,Guatemala,finca medina,"siembras vision, s.a.",antigua,FINCA MEDINA,"April 23rd, 2015",Juan Luis Alvarado Romero,Washed / Wet,7.83,7.67,7.25,7.67,7.75,7.5,10.0,10.0,10.0,83.0,0.11,Green
506,Arabica,Brazil,fazenda santo antonio,atlantica eportacao e importcao ltda,high mogiana,João Alves Toledo,"February 13th, 2015",Irene Alves Santos,Natural / Dry,7.67,7.67,7.67,7.5,7.42,7.5,10.0,10.0,10.0,83.0,0.0,Green
507,Arabica,Taiwan,雅慕伊,宸嶧國際,嘉義阿里山,雅慕伊,"November 23rd, 2014",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.92,7.92,7.83,7.58,7.33,7.25,10.0,10.0,10.0,83.0,0.08,Green
508,Arabica,Uganda,kabeywa county,star cafe ltd,kapchorwa,Kucofa farmers group,"June 26th, 2014",Star Cafe Ltd,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,83.0,0.12,Green
509,Arabica,United States (Puerto Rico),hacienda caracolillo,"hacienda alto grande, llc.",yauco region,Hacienda Alto Grande,"June 9th, 2014",German Negron,Washed / Wet,7.67,7.5,7.67,7.83,7.75,7.83,10.0,10.0,9.33,83.0,0.0,Bluish-Green
510,Arabica,Guatemala,grupo medina (pequeños productores),"siembras vision, s.a.",antigua,GRUPO MEDINA,"March 7th, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.67,7.67,7.42,7.83,7.5,7.5,10.0,10.0,10.0,83.0,0.1,Green
511,Arabica,Costa Rica,several,coricafe s.a.,central valley,CORICAFE BLEND,"February 14th, 2014",Eric Thormaehlen,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,83.0,0.11,Green
512,Arabica,Brazil,sertao farm,exportadora de cafés carmo de minas ltda,sul de minas,NAZARETH DIAS PEREIRA,"January 2nd, 2014",Jacques Pereira Carneiro,Semi-washed / Semi-pulped,7.75,7.58,7.42,7.67,7.42,7.67,10.0,10.0,10.0,83.0,0.12,Bluish-Green
513,Arabica,Colombia,,racafe & cia s.c.a,huila,La Plata,"November 7th, 2013",Racafe & Cia S.C.A,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.17,10.0,10.0,10.0,83.0,0.11,Green
514,Arabica,Colombia,,exportadora de cafe condor s.a,huila,,"August 2nd, 2013",Exportadora de Cafe Condor S.A,Washed / Wet,7.83,7.5,7.58,7.33,7.5,7.67,10.0,10.0,10.0,83.0,0.0,Green
515,Arabica,Colombia,,carcafe ltda,pitalito,COFFEE COMPANY / CAFECOL,"March 15th, 2013",CARCAFE LTDA CI,Natural / Dry,7.33,7.67,7.75,7.42,7.75,7.58,10.0,10.0,10.0,83.0,0.11,Green
516,Arabica,Colombia,,carcafe ltda,pitalito,ORLANDO ORTOZ / HIPOLITO TORRES,"April 26th, 2013",CARCAFE LTDA CI,Natural / Dry,7.58,7.75,7.42,7.67,7.58,7.42,10.0,10.0,10.0,83.0,0.0,Green
517,Arabica,Colombia,,c.i.racafe & cia s.c.a,huila,LA PLATA,"October 23rd, 2012",Racafe & Cia S.C.A,Washed / Wet,7.5,7.5,7.42,7.58,7.75,7.58,10.0,10.0,10.0,83.0,0.11,Green
518,Arabica,Mexico,vegas,,coatepec,GONZALO RIVERO PUERTO,"July 26th, 2012",ROSA AURORA FALCON FERNANDEZ,Washed / Wet,7.67,7.58,7.42,7.5,7.67,7.58,10.0,10.0,10.0,83.0,0.11,Green
519,Arabica,Mexico,finca la estancia,finca la estancia,atoyac de alvarez,SANTIAGO SOLIS AYERDI,"July 26th, 2012",SANTIAGO SOLIS AYERDI,Semi-washed / Semi-pulped,7.67,7.83,7.5,7.58,7.58,7.67,9.33,10.0,10.0,83.0,0.11,Green
520,Arabica,Mexico,las lomas,ecomtrading,coatepec,FRANCO COLORADO DOMINGUEZ,"July 11th, 2012",ALFREDO BOJALIL,Washed / Wet,7.5,7.67,7.5,7.5,7.58,7.58,10.0,10.0,10.0,83.0,0.11,Green
521,Arabica,Colombia,,exportadora de cafe condor s.a,,Exportadora Condor,"May 22nd, 2012",Exportadora de Cafe Condor S.A,Natural / Dry,7.67,7.58,7.5,7.5,7.75,7.5,10.0,10.0,10.0,83.0,0.0,
522,Arabica,Colombia,various,exportadora de cafe condor s.a,huila,varios,"May 11th, 2012",Exportadora de Cafe Condor S.A,Washed / Wet,7.75,7.58,7.5,7.67,7.83,7.75,9.33,10.0,10.0,83.0,0.0,Green
523,Arabica,Colombia,,exportadora de cafe condor s.a,huila,,"June 8th, 2012",Exportadora de Cafe Condor S.A,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.42,10.0,10.0,10.0,83.0,0.11,Green
524,Arabica,Guatemala,la igualdad,"nuevos mercados, s.a.","la reforma, san marcos","NUEVOS MERCADOS, S.A.","April 27th, 2012",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.67,7.5,7.67,7.5,7.83,10.0,10.0,10.0,83.0,0.1,Green
525,Arabica,Colombia,,c.i.racafe & cia s.c.a,la plata,LA PLATA,"December 2nd, 2011",Racafe & Cia S.C.A,Washed / Wet,7.67,7.67,7.58,7.5,7.67,7.42,10.0,10.0,10.0,83.0,0.12,Bluish-Green
526,Arabica,Thailand,doi tung development project,,,,"August 16th, 2011",Doi Tung Development Project,,7.33,7.67,7.58,7.5,7.75,7.67,10.0,10.0,10.0,83.0,0.28,
527,Arabica,Colombia,,,cauca,,"May 12th, 2011",Racafe & Cia S.C.A,,7.33,7.67,7.58,7.33,7.58,7.92,10.0,10.0,10.0,83.0,0.08,
528,Arabica,United States (Hawaii),,,,,"April 21st, 2011",Kona Pacific Farmers Cooperative,,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,83.0,0.0,
529,Arabica,United States (Hawaii),,,,,"March 9th, 2011",Kona Pacific Farmers Cooperative,,7.5,7.58,7.42,7.58,7.58,7.67,10.0,10.0,10.0,83.0,0.0,
530,Arabica,Colombia,,,huila,varios,"February 1st, 2011",Exportadora de Cafe Condor S.A,,7.5,7.58,7.67,7.67,7.58,7.58,10.0,10.0,10.0,83.0,0.06,
531,Arabica,Nicaragua,santa rosa,,matagalpa,Juan AugustinPalacio,"May 31st, 2010",Grounds for Health Admin,,7.58,7.83,7.75,7.92,7.92,8.08,9.33,9.33,9.33,83.0,0.07,
532,Arabica,Thailand,doi tung development project,,,Doi Tung Development Project,"April 13th, 2010",Doi Tung Development Project,,7.5,7.25,7.42,7.75,8.17,7.5,10.0,10.0,10.0,83.0,0.0,
533,Arabica,Brazil,fazenda capoeirnha,ipanema coffees,south of minas,Ipanema Agricola S.A,"October 20th, 2017",Ipanema Coffees,Natural / Dry,7.67,7.58,7.5,7.58,7.58,7.5,10.0,10.0,10.0,82.92,0.0,Green
534,Arabica,El Salvador,santa josefita,soc. coop. cuzcachapa de r.l.,apaneca,"Balcanes Coffee Estates, S.A. de C.V.","August 28th, 2017",Consejo Salvadoreño del Café,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,82.92,0.0,Green
535,Arabica,Colombia,,racafe & cia s.c.a,guayata,,"July 7th, 2017",Racafe & Cia S.C.A,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,82.92,0.11,Green
536,Arabica,Taiwan,shi fang yuan 十方源,taiwan coffee laboratory,"dongshan dist., tainan city 臺南市東山區",Wang Chao Yung 王超永,"June 28th, 2016","Lin, Che-Hao Krude 林哲豪",Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,82.92,0.09,Green
537,Arabica,Ethiopia,-,belayneh kindie,"blida,kercha,guji,oromia",-,"February 26th, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,82.92,0.0,Bluish-Green
538,Arabica,Taiwan,佐佑品咖啡莊園,宸嶧國際,台東太麻里,許文郎,"September 7th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,82.92,0.0,Green
539,Arabica,Philippines,kalugmanan agri development corp.,hineleban foundation,"bukidnon, mindanao, philppines",Hineleban Foundation,"July 31st, 2015",Renee A. Perrine,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,82.92,0.11,Blue-Green
540,Arabica,Philippines,"several, bukidnon, mindanao, philippines",ephemera traders,asia pacific,Ephemera Traders,"July 21st, 2015",Zarah Zamora Perez,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,82.92,0.0,Bluish-Green
541,Arabica,Mexico,pinzoneno,productos y servicios chilindron s.a. de c.v.,cuarenteño,Catalina Rodriguez Mayorga,"July 14th, 2015",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,82.92,0.13,Blue-Green
542,Arabica,Mexico,fiech (mixed producers),"tony's coffee and teas, inc.",chiapas,FIECH,"June 11th, 2015",Andrew Bowman,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,82.92,0.12,Bluish-Green
543,Arabica,Brazil,fazenda pantano,expocaccer,cerrado,GERSON NAIMEG,"August 15th, 2014",Expocaccer Coop dos Cafeic do Cerrado Ltda,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,82.92,0.11,Green
544,Arabica,Uganda,sipi organic coffee project,kawacom uganda ltd,eastern,Sipi organic coffee project,"June 27th, 2014",Kawacom Uganda LTD,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,82.92,0.12,Green
545,Arabica,Uganda,nyapea coffee farmers,nyapea coffee farmers association,west nile,Nyapea coffee farmers association,"June 27th, 2014",Nyapea coffee farmers association,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,82.92,0.12,Green
546,Arabica,Guatemala,finca medina,"siembras vision, s.a.",antigua,"SIEMBRAS VISION, S.A.","April 3rd, 2014",Juan Luis Alvarado Romero,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,82.92,0.1,Green
547,Arabica,Guatemala,finca medina,"siembras vision, s.a.",antigua,"SIEMBRAS VISIÓN, S.A.","March 7th, 2014",Juan Luis Alvarado Romero,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,82.92,0.1,Green
548,Arabica,Guatemala,,thrive farmers,,,"December 27th, 2013",Rob Tuttle,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,82.92,0.1,Green
549,Arabica,Colombia,,racafe & cia s.c.a,huila,,"September 13th, 2013",Racafe & Cia S.C.A,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,82.92,0.11,Green
550,Arabica,Colombia,,exportadora de cafe condor s.a,huila,,"March 20th, 2013",Exportadora de Cafe Condor S.A,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,82.92,0.0,Bluish-Green
551,Arabica,Guatemala,finca los cerros y anexos,exportcafe,huehuetenango,OTTONIEL VILLATORO LOPEZ,"March 11th, 2013",Juan Luis Alvarado Romero,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,82.92,0.11,Green
552,Arabica,Colombia,,olam international ltd,antioquia,,"January 22nd, 2013",Olam Agro Colombia,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,82.92,0.11,Green
553,Arabica,Mexico,el regalito,,petatlan,MARIA GUADALUPE GOMEZ ANZO,"July 26th, 2012",MARIA GUADALUPE GOMEZ ANZO,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,82.92,0.1,Green
554,Arabica,Vietnam,"apollo co., ltd.",royal base corporation,don duong,"Apollo Co., Ltd.","July 20th, 2012",Royal Base Corporation,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,82.92,0.0,None
555,Arabica,Mexico,el jabali,union de ejidos san fernando de ri,la cumbre,WERCLEIN HERNANDEZ SERRANO ID.-1506728641,"March 5th, 2012",VERONICA LOPEZ CASTILLEJOS,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,82.92,0.14,Green
556,Arabica,United States (Hawaii),,cqi,kona,,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,82.92,0.1,Green
557,Arabica,Colombia,,,cauca,,"July 19th, 2011",Racafe & Cia S.C.A,,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,82.92,0.15,
558,Arabica,Thailand,doi tung development project,,,Doi Tung Development Project,"April 13th, 2010",Doi Tung Development Project,,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,82.92,0.0,
559,Arabica,Kenya,jungle estate,keremara limited,nyeri,KEREMARA LIMITED,"October 13th, 2017",Jungle Estate,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,82.83,0.1,Green
560,Arabica,Guatemala,piamonte,"unex guatemala, s.a.",san marcos,JORGE LEAL,"June 22nd, 2017",Juan Luis Alvarado Romero,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,82.83,0.11,Green
561,Arabica,Brazil,capoeirinha,ipanema coffees,south of minas,Ipanema Agricola,"February 6th, 2017",Ipanema Coffees,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,82.83,0.11,Bluish-Green
562,Arabica,El Salvador,el barbaro,consejo salvadoreño del café,"el balsamo, quezaltepec","El Barbaro, S.A. de C.V.","April 8th, 2016",Consejo Salvadoreño del Café,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,82.83,0.0,Green
563,Arabica,Rwanda,gicumbi,bufcoffee ltd,gicumbi,Bufcoffee_Gicumbi,"March 25th, 2016",Samuel Muhirwa,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,82.83,0.11,Bluish-Green
564,Arabica,Vietnam,apollo estate,"sunvirtue co., ltd.",vietnam tutra,"Yeh, Li Chuan","January 19th, 2016","Sunvirtue Co., Ltd.",Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,82.83,0.11,Green
565,Arabica,Guatemala,el papaturro,"unex guatemala, s.a.",oriente,AMILCAR LAPOLA,"July 20th, 2015",Juan Luis Alvarado Romero,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,82.83,0.11,Green
566,Arabica,Brazil,santa fé 2,cafebras comercio de cafés do brasil sa,cerrado,Antonio Batista Francisquine,"May 26th, 2015",Cafebras,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,82.83,0.12,Green
567,Arabica,Colombia,,essence coffee,huila,Mercedes Narvaez,"March 21st, 2015",EssenceCoffee,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,82.83,0.0,
